paper_key	claim_key	target_label	comparison_label	comparison_curie	provenance	exact	target_key
hca:0135_10.1016_j.cell.2022.06.007_78f5f057fa	hca:0135_10.1016_j.cell.2022.06.007_78f5f057fa:claim:0b20579852eee195d4ef	clonally expanded CD8-positive T cell	non-expanded CD8-positive T cell	CL:0000084	explicit	0.0	clonally expanded cd8 positive t cell
hca:0135_10.1016_j.cell.2022.06.007_78f5f057fa	hca:0135_10.1016_j.cell.2022.06.007_78f5f057fa:claim:56ed2f297c7fd39ff943	non-expanded CD8-positive T cell	clonally expanded CD8-positive T cell	CL:0000084	explicit	0.0	non expanded cd8 positive t cell
hca:0136_10.1167_iovs.62.6.18_7e8926eaf2	hca:0136_10.1167_iovs.62.6.18_7e8926eaf2:claim:0722d411ac9276af0f57	cone precursor	retinal progenitor cell	CL:0002672	explicit	1.0	cone precursor
hca:0136_10.1167_iovs.62.6.18_7e8926eaf2	hca:0136_10.1167_iovs.62.6.18_7e8926eaf2:claim:0805d62110b6ac64bfa6	cone precursor	retinal progenitor cell	CL:0002672	explicit	1.0	cone precursor
hca:0142_10.1016_j.immuni.2023.01.032_b86bd8b65d	hca:0142_10.1016_j.immuni.2023.01.032_b86bd8b65d:claim:3da63ddde703e4db8928	alveolar epithelial type 2 signaling cell	alveolar epithelial type 2 bulk cell	CL:0000322	implicit	0.0	alveolar epithelial type 2 signaling cell
hca:0143_10.1038_s41586-021-03710-0_b55ce5f09e	hca:0143_10.1038_s41586-021-03710-0_b55ce5f09e:claim:0fce2201fc1ac5c17231	microglia	macrophage	CL:0000235	explicit	1.0	microglia
hca:0151_10.1038_s41586-022-04718-w_1bf3167cbc	hca:0151_10.1038_s41586-022-04718-w_1bf3167cbc:claim:58f0524974f7a1a653f9	IL1R1-positive regulatory T cell	IL1R1-negative regulatory T cell	CL:0000815	explicit	0.0	il1r1 positive regulatory t cell
hca:0151_10.1038_s41586-022-04718-w_1bf3167cbc	hca:0151_10.1038_s41586-022-04718-w_1bf3167cbc:claim:dbba56997c78e9d9a7ec	regulatory T cell	CD4-positive T cell	CL:0000084	explicit	1.0	regulatory t cell
hca:0151_10.1038_s41586-022-04718-w_1bf3167cbc	hca:0151_10.1038_s41586-022-04718-w_1bf3167cbc:claim:dbba56997c78e9d9a7ec	regulatory T cell	CD8-positive T cell	CL:0000084	explicit	1.0	regulatory t cell
hca:0153_10.1038_s41556-020-00607-4_a7b29ac44b	hca:0153_10.1038_s41556-020-00607-4_a7b29ac44b:claim:cf706db591a58f3cdc95	human primordial germ cell	somatic cell		explicit		human primordial germ cell
hca:0155_10.1038_s41467-022-29588-8_ec4c5a4a22	hca:0155_10.1038_s41467-022-29588-8_ec4c5a4a22:claim:20c3816070a32ae9b09a	pancreatic alpha cell	pancreatic beta cell	CL:0000169	explicit	1.0	pancreatic alpha cell
hca:0155_10.1038_s41467-022-29588-8_ec4c5a4a22	hca:0155_10.1038_s41467-022-29588-8_ec4c5a4a22:claim:4edd4953cd738678e658	pancreatic beta cell	pancreatic alpha cell	CL:0000171	explicit	1.0	pancreatic beta cell
hca:0155_10.1038_s41467-022-29588-8_ec4c5a4a22	hca:0155_10.1038_s41467-022-29588-8_ec4c5a4a22:claim:8a4075f93697381ac06a	pancreatic beta cell	pancreatic alpha cell	CL:0000171	explicit	1.0	pancreatic beta cell
hca:0155_10.1038_s41467-022-29588-8_ec4c5a4a22	hca:0155_10.1038_s41467-022-29588-8_ec4c5a4a22:claim:d52574a04afda8dd4919	pancreatic alpha cell	pancreatic beta cell	CL:0000169	explicit	1.0	pancreatic alpha cell
hca:0160_10.1016_j.stem.2017.09.003_8fb14888a8	hca:0160_10.1016_j.stem.2017.09.003_8fb14888a8:claim:ee2eae01e1824c39b2d3	human spermatogonial stem cell	embryonic stem cell	CL:0002322	explicit	1.0	human spermatogonial stem cell
hca:0161_10.1681_asn.2020030326_bf5d42b566	hca:0161_10.1681_asn.2020030326_bf5d42b566:claim:6b127eb997231f633547	donor-origin macrophage	recipient-origin macrophage	CL:0000235	explicit	0.0	donor origin macrophage
hca:0161_10.1681_asn.2020030326_bf5d42b566	hca:0161_10.1681_asn.2020030326_bf5d42b566:claim:7cc1fadbcdf553b839be	recipient-origin macrophage	donor-origin macrophage	CL:0000235	explicit	0.0	recipient origin macrophage
hca:0162_10.1016_j.kint.2021.11.031_93f85a569c	hca:0162_10.1016_j.kint.2021.11.031_93f85a569c:claim:aaba9c9ee6717d720ab0	glomerular endothelial cell	peritubular capillary endothelial cell	CL:1001033	explicit	1.0	glomerular endothelial cell
hca:0162_10.1016_j.kint.2021.11.031_93f85a569c	hca:0162_10.1016_j.kint.2021.11.031_93f85a569c:claim:aaba9c9ee6717d720ab0	glomerular endothelial cell	arteriolar endothelial cell	CL:0000115	explicit	0.0	glomerular endothelial cell
hca:0166_10.1101_2023.04.13.23288227_0c5bc13bbe	hca:0166_10.1101_2023.04.13.23288227_0c5bc13bbe:claim:8cdf3cd275663551f178	activated mucosal-associated invariant T cell	classical mucosal-associated invariant T cell	CL:0000940	explicit	0.0	activated mucosal associated invariant t cell
hca:0169_10.1038_s41586-022-04541-3_a47d9e6ca0	hca:0169_10.1038_s41586-022-04541-3_a47d9e6ca0:claim:835580d8601f5cfecd8c	terminal and respiratory bronchiole secretory cell	pre-terminal bronchiole secretory cell	CL:0000151	explicit	0.0	terminal and respiratory bronchiole secretory cell
hca:0169_10.1038_s41586-022-04541-3_a47d9e6ca0	hca:0169_10.1038_s41586-022-04541-3_a47d9e6ca0:claim:cf40ab8f0163e504f4af	alveolar type-0 cell	alveolar type-2 cell		explicit		alveolar type 0 cell
hca:0170_10.1038_s41556-021-00740-8_a1434832b6	hca:0170_10.1038_s41556-021-00740-8_a1434832b6:claim:0aa0ae9b901f667cf965	volar-enriched melanocyte	non-volar cutaneous-like melanocyte	CL:0000148	explicit	0.0	volar enriched melanocyte
hca:0170_10.1038_s41556-021-00740-8_a1434832b6	hca:0170_10.1038_s41556-021-00740-8_a1434832b6:claim:4cac8e34df60af9eca6e	volar-enriched melanocyte	non-volar cutaneous melanocyte	CL:0000148	explicit	0.0	volar enriched melanocyte
hca:0170_10.1038_s41556-021-00740-8_a1434832b6	hca:0170_10.1038_s41556-021-00740-8_a1434832b6:claim:8c754b7591e4450acc98	non-volar cutaneous-like melanocyte	volar-enriched melanocyte	CL:0000148	explicit	0.0	non volar cutaneous like melanocyte
hca:0172_10.1093_hmg_ddab140_444d3c140d	hca:0172_10.1093_hmg_ddab140_444d3c140d:claim:01c1442269ec421a8e8d	foveal cone photoreceptor cell	parafoveal cone photoreceptor cell		explicit		foveal cone photoreceptor cell
hca:0172_10.1093_hmg_ddab140_444d3c140d	hca:0172_10.1093_hmg_ddab140_444d3c140d:claim:3525b98fcbb28e3be509	parafoveal cone photoreceptor cell	foveal cone photoreceptor cell		implicit		parafoveal cone photoreceptor cell
hca:0172_10.1093_hmg_ddab140_444d3c140d	hca:0172_10.1093_hmg_ddab140_444d3c140d:claim:93b784c0d08841170bf3	parafoveal rod photoreceptor cell	foveal rod photoreceptor cell		implicit		parafoveal rod photoreceptor cell
hca:0172_10.1093_hmg_ddab140_444d3c140d	hca:0172_10.1093_hmg_ddab140_444d3c140d:claim:d6b1c3db46ca3586f9db	foveal cone photoreceptor cell	parafoveal cone photoreceptor cell		explicit		foveal cone photoreceptor cell
hca:0177_10.1073_pnas.2204269120_58cc2f2212	hca:0177_10.1073_pnas.2204269120_58cc2f2212:claim:204198c74f6ef370b93d	Crohn's disease-specific CD4+ tissue-resident memory T cell	CD103+CD161+CCR5+ CD4+ tissue-resident memory T cell	CL:0000813	explicit	0.0	crohn s disease specific cd4 tissue resident memory t cell
hca:0177_10.1073_pnas.2204269120_58cc2f2212	hca:0177_10.1073_pnas.2204269120_58cc2f2212:claim:9e1066e8c59cefd96b5c	CD103+CD161+CCR5+ CD4+ tissue-resident memory T cell	CD4+ T cell	CL:0000084	explicit	1.0	cd103 cd161 ccr5 cd4 tissue resident memory t cell
hca:0177_10.1073_pnas.2204269120_58cc2f2212	hca:0177_10.1073_pnas.2204269120_58cc2f2212:claim:a5e5143a9f5d2abdc292	Crohn's disease-specific CD4+ tissue-resident memory T cell	CD103+CD161+CCR5+ CD4+ tissue-resident memory T cell	CL:0000813	explicit	0.0	crohn s disease specific cd4 tissue resident memory t cell
hca:0177_10.1073_pnas.2204269120_58cc2f2212	hca:0177_10.1073_pnas.2204269120_58cc2f2212:claim:c8f402d040e2e4321aa1	CD4+ tissue-resident memory T cell	CD4+ T cell	CL:0000084	explicit	1.0	cd4 tissue resident memory t cell
hca:0180_10.1016_j.immuni.2019.11.014_dd3bbb9bc1	hca:0180_10.1016_j.immuni.2019.11.014_dd3bbb9bc1:claim:627926c31a77cde4823d	CD16-positive monocyte	CD14-positive monocyte	CL:0001054	explicit	1.0	cd16 positive monocyte
hca:0182_10.1126_sciimmunol.abk1741_33c534a538	hca:0182_10.1126_sciimmunol.abk1741_33c534a538:claim:a5ad5d96d7d248acda11	CD69+ CD103- T cell	CD103+ tissue-resident memory T cell	CL:0000813	explicit	0.0	cd69 cd103 t cell
hca:0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088:claim:0d0099869762c7dcfe8f	developing ciliated cell	ciliated cell	CL:0000064	explicit	1.0	developing ciliated cell
hca:0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088:claim:6b8f7c57cfa5a2425ddd	secretory cell	goblet cell	CL:0000160	explicit	1.0	secretory cell
hca:0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088:claim:9a5e42d1fa0f08b44957	ITGAX high macrophage	immune cell	CL:0000738	explicit	1.0	itgax high macrophage
hca:0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088:claim:9a69773b3c6801d554e8	secretory cell	goblet cell	CL:0000160	explicit	1.0	secretory cell
hca:0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088:claim:bdeb52cc2d0bdaa6572a	goblet cell	secretory cell	CL:0000151	explicit	1.0	goblet cell
hca:0188_10.1038_s41586-022-04989-3_7ea3ee9a4e	hca:0188_10.1038_s41586-022-04989-3_7ea3ee9a4e:claim:296a84277abb7560b949	cardiomyocyte cluster 3	cardiomyocyte cluster 1	CL:0000746	explicit	0.0	cardiomyocyte cluster 3
hca:0188_10.1038_s41586-022-04989-3_7ea3ee9a4e	hca:0188_10.1038_s41586-022-04989-3_7ea3ee9a4e:claim:a20d6d816ea215ea5aea	cardiomyocyte cluster 2	cardiomyocyte cluster 1	CL:0000746	explicit	0.0	cardiomyocyte cluster 2
hca:0188_10.1038_s41586-022-04989-3_7ea3ee9a4e	hca:0188_10.1038_s41586-022-04989-3_7ea3ee9a4e:claim:d3d4c238ff7fa88e1db2	CD14-2 monocyte	CD14-1 monocyte	CL:0000576	explicit	0.0	cd14 2 monocyte
hca:0196_10.1016_j.cell.2019.06.029_0759da9587	hca:0196_10.1016_j.cell.2019.06.029_0759da9587:claim:f11a7f1485b71e8df3fc	BEST4+ enterocyte	epithelial cell	CL:0000066	explicit	1.0	best4 enterocyte
hca:0212_10.1038_s41586-022-04571-x_30a05d7904	hca:0212_10.1038_s41586-022-04571-x_30a05d7904:claim:1c65c6bff27e2334b8b9	hematopoietic stem cell	progenitor	CL:0011020	explicit	1.0	hematopoietic stem cell
hca:0212_10.1038_s41586-022-04571-x_30a05d7904	hca:0212_10.1038_s41586-022-04571-x_30a05d7904:claim:3cbf9134350fb26ad2ac	hemogenic endothelium	pre-hemogenic endothelium	CL:0000115	explicit	0.0	hemogenic endothelium
hca:0212_10.1038_s41586-022-04571-x_30a05d7904	hca:0212_10.1038_s41586-022-04571-x_30a05d7904:claim:71f5770010d6893185d5	hematopoietic stem cell	lineage-restricted progenitor	CL:0011020	explicit	0.0	hematopoietic stem cell
hca:0214_10.1126_science.abo0510_808a3cb920	hca:0214_10.1126_science.abo0510_808a3cb920:claim:458568a97c7cbeeca1b0	B1 cell	mature B cell	CL:0000785	explicit	1.0	b1 cell
hca:0216_10.1038_s41588-021-00972-2_b07f96cf7c	hca:0216_10.1038_s41588-021-00972-2_b07f96cf7c:claim:0d71f3fda6bb649bd2be	glandular epithelial cell	lumenal epithelial cell	CL:0000066	explicit	0.0	glandular epithelial cell
hca:0216_10.1038_s41588-021-00972-2_b07f96cf7c	hca:0216_10.1038_s41588-021-00972-2_b07f96cf7c:claim:214f8fabc5903cae0c73	lumenal epithelial cell	glandular epithelial cell	CL:0000150	explicit	1.0	lumenal epithelial cell
hca:0220_10.1038_s42003-021-02562-8_904d08be85	hca:0220_10.1038_s42003-021-02562-8_904d08be85:claim:1ad22adaa0d336f6affe	tumor cell	background liver		explicit		tumor cell
hca:0222_10.1016_j.cell.2020.06.001_353fb6b4df	hca:0222_10.1016_j.cell.2020.06.001_353fb6b4df:claim:fe9f4d945fa32bf86723	myeloid cell	immune cell	CL:0000738	explicit	1.0	myeloid cell
hca:0224_10.1038_s41467-018-07581-4_ec3b4906f6	hca:0224_10.1038_s41467-018-07581-4_ec3b4906f6:claim:907ae15218c332e36dbf	co-inhibitory receptor rich IL-10-producing CD4-positive T cell	co-inhibitory receptor poor IL-10-producing CD4-positive T cell	CL:0000084	explicit	0.0	co inhibitory receptor rich il 10 producing cd4 positive t cell
hca:0224_10.1038_s41467-018-07581-4_ec3b4906f6	hca:0224_10.1038_s41467-018-07581-4_ec3b4906f6:claim:9c875143149ab68ddb4a	CD25 high CD127 low CD4-positive T cell	IL-10-producing CD4-positive T cell	CL:0000084	explicit	0.0	cd25 high cd127 low cd4 positive t cell
hca:0229_10.15252_msb.20178041_0277072a61	hca:0229_10.15252_msb.20178041_0277072a61:claim:214cef807f6de9a754f0	lymphoid progenitor	neutrophil/monocyte progenitor	CL:0000557	explicit	0.0	lymphoid progenitor
hca:0229_10.15252_msb.20178041_0277072a61	hca:0229_10.15252_msb.20178041_0277072a61:claim:cfafd4ba57963744c86f	basophil/eosinophil/mast cell progenitor	neutrophil/monocyte progenitor	CL:0000557	explicit	0.0	basophil eosinophil mast cell progenitor
hca:0229_10.15252_msb.20178041_0277072a61	hca:0229_10.15252_msb.20178041_0277072a61:claim:e37caa26bc0ad02f631c	basophil/eosinophil/mast cell progenitor	granulocyte-macrophage progenitor	CL:0000557	explicit	1.0	basophil eosinophil mast cell progenitor
hca:0232_10.1038_s43018-020-00121-4_6badfd3276	hca:0232_10.1038_s43018-020-00121-4_6badfd3276:claim:311b0162a6fe0d4d1019	tumor-infiltrating CD8-positive T cell	CD8-positive T cell in adjacent/normal tissue	CL:0000084	explicit	0.0	tumor infiltrating cd8 positive t cell
hca:0232_10.1038_s43018-020-00121-4_6badfd3276	hca:0232_10.1038_s43018-020-00121-4_6badfd3276:claim:82dbf199f0e8bb06dad7	granulocyte	granulocyte in adjacent/normal tissue	CL:0000094	explicit	0.0	granulocyte
hca:0234_10.1038_s41467-022-32972-z_b918df798f	hca:0234_10.1038_s41467-022-32972-z_b918df798f:claim:415ba7da9b7929207427	PROM1-positive proximal tubule cell	VCAM1-positive proximal tubule cell		explicit		prom1 positive proximal tubule cell
hca:0234_10.1038_s41467-022-32972-z_b918df798f	hca:0234_10.1038_s41467-022-32972-z_b918df798f:claim:555b9bc6de62bc819b56	VCAM1-positive proximal tubule cell	PROM1-positive proximal tubule cell		explicit		vcam1 positive proximal tubule cell
hca:0234_10.1038_s41467-022-32972-z_b918df798f	hca:0234_10.1038_s41467-022-32972-z_b918df798f:claim:5ea296781d7e561b5fa0	VCAM1-positive proximal tubule cell	proximal convoluted tubule cell		explicit		vcam1 positive proximal tubule cell
hca:0234_10.1038_s41467-022-32972-z_b918df798f	hca:0234_10.1038_s41467-022-32972-z_b918df798f:claim:f0c11b215b4eff834d0c	PROM1-positive proximal tubule cell	VCAM1-positive proximal tubule cell		explicit		prom1 positive proximal tubule cell
hca:0238_10.1002_art.41813_55de40d8f6	hca:0238_10.1002_art.41813_55de40d8f6:claim:73de59ba2fd56ab2a6d1	plasmacytoid dendritic cell	B cell	CL:0000236	explicit	1.0	plasmacytoid dendritic cell
hca:0239_10.1038_s41467-021-24607-6_2a0350c2e5	hca:0239_10.1038_s41467-021-24607-6_2a0350c2e5:claim:387331700f643c962388	papillary dermal fibroblast	reticular dermal fibroblast	CL:0002551	explicit	0.0	papillary dermal fibroblast
hca:0239_10.1038_s41467-021-24607-6_2a0350c2e5	hca:0239_10.1038_s41467-021-24607-6_2a0350c2e5:claim:daf7b0f0cb52b9dce5b6	reticular dermal fibroblast	papillary dermal fibroblast	CL:0002551	explicit	0.0	reticular dermal fibroblast
hca:0240_10.1038_s41591-020-1043-9_9c3b0c098a	hca:0240_10.1038_s41591-020-1043-9_9c3b0c098a:claim:4e6e659592ea8c55c5cd	progenitor cell	neuron	CL:0000540	explicit	1.0	progenitor cell
hca:0240_10.1038_s41591-020-1043-9_9c3b0c098a	hca:0240_10.1038_s41591-020-1043-9_9c3b0c098a:claim:c8a46cbd8f207ca1940b	neuron	progenitor cell	CL:0000837	explicit	1.0	neuron
hca:0243_10.1038_s41586-023-05915-x_2f4aafa6a2	hca:0243_10.1038_s41586-023-05915-x_2f4aafa6a2:claim:3c38296f68f27886aaef	I cell	enterochromaffin cell	CL:0000577	explicit	1.0	i cell
hca:0244_10.1038_s41586-019-1654-9_7c485e5190	hca:0244_10.1038_s41586-019-1654-9_7c485e5190:claim:640eacd8d7a885af3daf	deep-layer neuron	upper-layer neuron	CL:0000540	explicit	0.0	deep layer neuron
hca:0245_10.1007_s00018-022-04183-8_4730063570	hca:0245_10.1007_s00018-022-04183-8_4730063570:claim:d326056bf084d93a57d3	differentiated tooth organoid cell	undifferentiated tooth organoid cell		explicit		differentiated tooth organoid cell
hca:0248_10.1016_j.stem.2020.12.001_c5f98f4c3c	hca:0248_10.1016_j.stem.2020.12.001_c5f98f4c3c:claim:8635cce49c4be693eddd	ureteric epithelium	distal nephron		explicit		ureteric epithelium
hca:0248_10.1016_j.stem.2020.12.001_c5f98f4c3c	hca:0248_10.1016_j.stem.2020.12.001_c5f98f4c3c:claim:c18d14ae661200ba9714	ureteric epithelium	distal nephron		explicit		ureteric epithelium
hca:0248_10.1016_j.stem.2020.12.001_c5f98f4c3c	hca:0248_10.1016_j.stem.2020.12.001_c5f98f4c3c:claim:dadf0e7a673010081a5e	distal nephron	ureteric epithelium		explicit		distal nephron
hca:0248_10.1016_j.stem.2020.12.001_c5f98f4c3c	hca:0248_10.1016_j.stem.2020.12.001_c5f98f4c3c:claim:dceea56154dc23661552	distal nephron	ureteric epithelium		explicit		distal nephron
hca:0249_10.1038_s41588-021-00801-6_bd85f761cf	hca:0249_10.1038_s41588-021-00801-6_bd85f761cf:claim:c5ef36f41853ed5e4fee	neuronal cell	non-neuronal cell		explicit		neuronal cell
hca:0250_10.1126_sciimmunol.aan8664_c5aa305903	hca:0250_10.1126_sciimmunol.aan8664_c5aa305903:claim:bbf08cb26468a1914bf2	CD4+ cytotoxic T lymphocyte effector cell	CD4+ cytotoxic T lymphocyte precursor cell	CL:0000910	explicit	0.0	cd4 cytotoxic t lymphocyte effector cell
hca:0250_10.1126_sciimmunol.aan8664_c5aa305903	hca:0250_10.1126_sciimmunol.aan8664_c5aa305903:claim:ce6f904c2777fc8cc2b9	CD4+ cytotoxic T lymphocyte precursor cell	CD4+ cytotoxic T lymphocyte effector cell	CL:0000910	explicit	0.0	cd4 cytotoxic t lymphocyte precursor cell
hca:0250_10.1126_sciimmunol.aan8664_c5aa305903	hca:0250_10.1126_sciimmunol.aan8664_c5aa305903:claim:ec35803f97f50c84450e	CD4+ cytotoxic T lymphocyte precursor cell	central memory T cell		explicit		cd4 cytotoxic t lymphocyte precursor cell
hca:0250_10.1126_sciimmunol.aan8664_c5aa305903	hca:0250_10.1126_sciimmunol.aan8664_c5aa305903:claim:f88a018294c5ea004b47	CD4+ cytotoxic T lymphocyte precursor cell	CD4+ cytotoxic T lymphocyte effector cell	CL:0000910	explicit	0.0	cd4 cytotoxic t lymphocyte precursor cell
hca:0251_10.1038_s41588-023-01298-x_c85e8d4857	hca:0251_10.1038_s41588-023-01298-x_c85e8d4857:claim:12e13bd25251431d16e0	luminal cell	basal cell	CL:0000646	explicit	1.0	luminal cell
hca:0251_10.1038_s41588-023-01298-x_c85e8d4857	hca:0251_10.1038_s41588-023-01298-x_c85e8d4857:claim:333e0421e06b78d4c339	fibroblast	pericyte	CL:0000669	explicit	1.0	fibroblast
hca:0251_10.1038_s41588-023-01298-x_c85e8d4857	hca:0251_10.1038_s41588-023-01298-x_c85e8d4857:claim:9897f4bf9c03d0a0848e	basal cell	luminal cell		explicit		basal cell
hca:0251_10.1038_s41588-023-01298-x_c85e8d4857	hca:0251_10.1038_s41588-023-01298-x_c85e8d4857:claim:9d529123a872e5c6bb47	fibroblast	pericyte	CL:0000669	explicit	1.0	fibroblast
hca:0251_10.1038_s41588-023-01298-x_c85e8d4857	hca:0251_10.1038_s41588-023-01298-x_c85e8d4857:claim:a6a1c407ec7bd4ceb376	pericyte	fibroblast	CL:0000057	explicit	1.0	pericyte
hca:0251_10.1038_s41588-023-01298-x_c85e8d4857	hca:0251_10.1038_s41588-023-01298-x_c85e8d4857:claim:e6af4a980b8f0c8f00cb	pericyte	fibroblast	CL:0000057	explicit	1.0	pericyte
hca:0252_10.1073_pnas.2025813118_95804f2d74	hca:0252_10.1073_pnas.2025813118_95804f2d74:claim:0ae0f0d33bb6f8e4eb56	interleukin-17-positive T cell	interleukin-17-negative T cell	CL:0000084	explicit	0.0	interleukin 17 positive t cell
hca:0252_10.1073_pnas.2025813118_95804f2d74	hca:0252_10.1073_pnas.2025813118_95804f2d74:claim:695ca9e30c6c6e0657cc	T helper 17 cell	T helper 2 cell		explicit		t helper 17 cell
hca:0253_10.1038_s41587-019-0068-4_077f63be55	hca:0253_10.1038_s41587-019-0068-4_077f63be55:claim:ecf80a2ae4e07f7f8b08	long-term hematopoietic stem cell	short-term hematopoietic stem cell	CL:0000037	explicit	0.0	long term hematopoietic stem cell
hca:0259_10.1038_s41590-019-0425-y_86ec5764bb	hca:0259_10.1038_s41590-019-0425-y_86ec5764bb:claim:195ceb228ae6390cd52f	innate lymphoid cell type 3	CD56bright natural killer cell	CL:0000623	implicit	0.0	innate lymphoid cell type 3
hca:0259_10.1038_s41590-019-0425-y_86ec5764bb	hca:0259_10.1038_s41590-019-0425-y_86ec5764bb:claim:4808d1ee6dd60239c0c8	innate lymphoid cell type 1a	innate lymphoid cell type 3a	CL:0001065	explicit	0.0	innate lymphoid cell type 1a
hca:0259_10.1038_s41590-019-0425-y_86ec5764bb	hca:0259_10.1038_s41590-019-0425-y_86ec5764bb:claim:4d61c09c936545c75103	innate lymphoid cell type 3a	innate lymphoid cell type 1a	CL:0001065	explicit	0.0	innate lymphoid cell type 3a
hca:0259_10.1038_s41590-019-0425-y_86ec5764bb	hca:0259_10.1038_s41590-019-0425-y_86ec5764bb:claim:b04199931591970b5658	innate lymphoid cell type 3a	innate lymphoid cell type 1a	CL:0001065	explicit	0.0	innate lymphoid cell type 3a
hca:0259_10.1038_s41590-019-0425-y_86ec5764bb	hca:0259_10.1038_s41590-019-0425-y_86ec5764bb:claim:dabc19745c32352d365b	innate lymphoid cell type 1a	innate lymphoid cell type 3a	CL:0001065	explicit	0.0	innate lymphoid cell type 1a
hca:0260_10.1084_jem.20190811_d700cd1f81	hca:0260_10.1084_jem.20190811_d700cd1f81:claim:332b5d9ee1d35c8db76a	skin activated dendritic cell	BDCA-2-positive CD123-high dendritic cell	CL:0000451	explicit	0.0	skin activated dendritic cell
hca:0263_10.1126_science.abq3061_cd915f6391	hca:0263_10.1126_science.abq3061_cd915f6391:claim:d873ccf4926b666f05fb	SPP1-positive macrophage cluster mac(c)	other cell		explicit		spp1 positive macrophage cluster mac c
hca:0265_10.1038_s41591-019-0750-6_ba0c7c2ce5	hca:0265_10.1038_s41591-019-0750-6_ba0c7c2ce5:claim:0f9f6d73f331f6f5e7df	natural killer T cell	natural killer cell	CL:0000623	explicit	1.0	natural killer t cell
hca:0265_10.1038_s41591-019-0750-6_ba0c7c2ce5	hca:0265_10.1038_s41591-019-0750-6_ba0c7c2ce5:claim:998fc95177cbc72c9ce0	pulmonary endothelial cell	stromal cell	CL:0000499	explicit	1.0	pulmonary endothelial cell
hca:0267_10.1038_s41586-019-1631-3_36f09e3445	hca:0267_10.1038_s41586-019-1631-3_36f09e3445:claim:4cd0504dce9e1708ad7e	Kupffer cell 2	Kupffer cell 1	CL:0000091	explicit	0.0	kupffer cell 2
hca:0270_10.1038_s41467-022-30557-4_ba2c76ba96	hca:0270_10.1038_s41467-022-30557-4_ba2c76ba96:claim:6a3b7d81ada110058abe	myeloid progenitor	definitive hematopoietic stem cell	CL:0000037	explicit	0.0	myeloid progenitor
hca:0277_10.1038_s41467-024-50853-5_ed4f7a095d	hca:0277_10.1038_s41467-024-50853-5_ed4f7a095d:claim:01ea6fa7221807f43453	macular primary retinal progenitor cell	peripheral primary retinal progenitor cell	CL:0002672	explicit	0.0	macular primary retinal progenitor cell
hca:0277_10.1038_s41467-024-50853-5_ed4f7a095d	hca:0277_10.1038_s41467-024-50853-5_ed4f7a095d:claim:5461551d816c9a1fa4d2	macular cone photoreceptor	peripheral cone photoreceptor	CL:0000573	explicit	0.0	macular cone photoreceptor
hca:0279_10.1186_s12860-019-0199-y_bf14d4299c	hca:0279_10.1186_s12860-019-0199-y_bf14d4299c:claim:0ee365d31848c11ea5cb	precursor conventional dendritic cell type 2	precursor conventional dendritic cell type 1	CL:0000990	explicit	0.0	precursor conventional dendritic cell type 2
hca:0279_10.1186_s12860-019-0199-y_bf14d4299c	hca:0279_10.1186_s12860-019-0199-y_bf14d4299c:claim:7a83c97eeed1f712ba2e	precursor conventional dendritic cell	conventional dendritic cell	CL:0000451	explicit	1.0	precursor conventional dendritic cell
hca:0279_10.1186_s12860-019-0199-y_bf14d4299c	hca:0279_10.1186_s12860-019-0199-y_bf14d4299c:claim:7af368f87e7d37fe3b1f	conventional dendritic cell type 1	conventional dendritic cell type 2	CL:0000990	explicit	1.0	conventional dendritic cell type 1
hca:0279_10.1186_s12860-019-0199-y_bf14d4299c	hca:0279_10.1186_s12860-019-0199-y_bf14d4299c:claim:cb81af5f1a961d723488	conventional dendritic cell type 2	conventional dendritic cell type 1	CL:0000990	explicit	1.0	conventional dendritic cell type 2
hca:0280_10.1681_asn.2017080890_022062f455	hca:0280_10.1681_asn.2017080890_022062f455:claim:148190ce58dd0984d370	interstitial progenitor cell	nephron progenitor cell	CL:0000837	explicit	0.0	interstitial progenitor cell
hca:0283_10.1161_circulationaha.120.052318_08d58c2441	hca:0283_10.1161_circulationaha.120.052318_08d58c2441:claim:b991fbae3d687f396f6c	aerocyte	general capillary endothelial cell	CL:0002144	explicit	0.0	aerocyte
hca:0283_10.1161_circulationaha.120.052318_08d58c2441	hca:0283_10.1161_circulationaha.120.052318_08d58c2441:claim:e1c93874e291f8df7c39	systemic–venous endothelial cell	pulmonary–venous endothelial cell	CL:0000115	explicit	0.0	systemic venous endothelial cell
hca:0286_10.1038_s41467-018-06318-7_d818827349	hca:0286_10.1038_s41467-018-06318-7_d818827349:claim:22641e7230102a171dc0	tissue resident memory T cell	circulating memory T cell	CL:0000813	explicit	0.0	tissue resident memory t cell
