term_type	curie	observed_label	current_exact	semantic_exact	match_source	canonical_label	exact_synonyms	obsolete
celltype	CL:0002063	senescent type II pneumocyte	0	0	none	pulmonary alveolar type 2 cell	cuboidal type II cell | granular pneumocyte | great alveolar cell | lung type 2 cell | type 2 alveolar epithelial cell | type 2 alveolocyte | type 2 pneumocyte | type II alveolar cell | type II alveolar epithelial cell | type II alveolocyte | type II pneumocyte	0
celltype	CL:0002063	type 2 alveolar epithelial cell	1	1	exact_synonym	pulmonary alveolar type 2 cell	cuboidal type II cell | granular pneumocyte | great alveolar cell | lung type 2 cell | type 2 alveolar epithelial cell | type 2 alveolocyte | type 2 pneumocyte | type II alveolar cell | type II alveolar epithelial cell | type II alveolocyte | type II pneumocyte	0
celltype	CL:0002063	type II pneumocyte	1	1	exact_synonym	pulmonary alveolar type 2 cell	cuboidal type II cell | granular pneumocyte | great alveolar cell | lung type 2 cell | type 2 alveolar epithelial cell | type 2 alveolocyte | type 2 pneumocyte | type II alveolar cell | type II alveolar epithelial cell | type II alveolocyte | type II pneumocyte	0
celltype	CL:0002073	transitional myocyte	1	1	canonical	transitional myocyte		0
celltype	CL:0002079	ASCL3-positive ductal cell	0	0	none	pancreatic ductal cell		0
celltype	CL:0002079	Type 1 Diabetes ductal cell	0	0	none	pancreatic ductal cell		0
celltype	CL:0002079	basal ductal cell	0	0	none	pancreatic ductal cell		0
celltype	CL:0002079	ductal cell	1	0	none	pancreatic ductal cell		0
celltype	CL:0002079	pancreatic ductal cell	1	1	canonical	pancreatic ductal cell		0
celltype	CL:0002088	interstitial cell of Cajal	1	1	canonical	interstitial cell of Cajal	ICC | intestinal pacemaker cell	0
celltype	CL:0002088	interstitial cells of Cajal	1	0	none	interstitial cell of Cajal	ICC | intestinal pacemaker cell	0
celltype	CL:0002144	aerocyte capillary endothelial cell	0	0	none	capillary endothelial cell		0
celltype	CL:0002144	arterial capillary endothelial cell	0	0	none	capillary endothelial cell		0
celltype	CL:0002144	capillary endothelial cell	1	1	canonical	capillary endothelial cell		0
celltype	CL:0002144	general capillary endothelial cell	0	0	none	capillary endothelial cell		0
celltype	CL:0002144	venous and capillary endothelial cell	0	0	none	capillary endothelial cell		0
celltype	CL:0002144	venous capillary endothelial cell	0	0	none	capillary endothelial cell		0
celltype	CL:0002166	epithelial cell rests of Malassez	1	1	exact_synonym	epithelial cell of Malassez	epithelial cell rests of Malassez | epithelial debris of Malassez	0
celltype	CL:0002166	epithelial cell rests of Malassez stem cell	0	0	none	epithelial cell of Malassez	epithelial cell rests of Malassez | epithelial debris of Malassez	0
celltype	CL:0002187	epidermal basal cell	1	1	exact_synonym	basal cell of epidermis	epidermal basal cell | epidermal basal keratinocyte	0
celltype	CL:0002188	glomerular endothelial cell	1	1	canonical	glomerular endothelial cell		0
celltype	CL:0002189	differentiated granular keratinocyte	0	0	none	granular cell of epidermis	granular keratinocyte	0
celltype	CL:0002189	granular keratinocyte	1	1	exact_synonym	granular cell of epidermis	granular keratinocyte	0
celltype	CL:0002195	hepatic stem cell	1	1	canonical	hepatic stem cell		0
celltype	CL:0002196	biliary and liver progenitor cell	0	0	none	hepatic oval stem cell	hepatic oval cell | hepatic progenitor cell | liver progenitor cell	0
celltype	CL:0002196	hepatic progenitor cell	1	1	exact_synonym	hepatic oval stem cell	hepatic oval cell | hepatic progenitor cell | liver progenitor cell	0
celltype	CL:0002196	liver progenitor cell	1	1	exact_synonym	hepatic oval stem cell	hepatic oval cell | hepatic progenitor cell | liver progenitor cell	0
celltype	CL:0002201	intercalated cell type B	1	0	none	renal beta-intercalated cell	type B intercalated cell | type B-IC	0
celltype	CL:0002204	Tuft cell	1	1	canonical	tuft cell	brush cell | caveolated cell | fibrillovesicular cell | multivesicular cell | peculiar cell	0
celltype	CL:0002204	brush/tuft cell	0	0	none	tuft cell	brush cell | caveolated cell | fibrillovesicular cell | multivesicular cell | peculiar cell	0
celltype	CL:0002204	colonic tuft cell	0	0	none	tuft cell	brush cell | caveolated cell | fibrillovesicular cell | multivesicular cell | peculiar cell	0
celltype	CL:0002204	small intestine tuft cell	0	0	none	tuft cell	brush cell | caveolated cell | fibrillovesicular cell | multivesicular cell | peculiar cell	0
celltype	CL:0002204	tuft cell	1	1	canonical	tuft cell	brush cell | caveolated cell | fibrillovesicular cell | multivesicular cell | peculiar cell	0
celltype	CL:0002211	Type I muscle fiber	1	1	exact_synonym	type I muscle cell	slow twitch fiber | slow twitch muscle cell | slow twitch muscle fiber | slow-twitch muscle fiber | type 1 muscle cell | type 1 muscle fiber | type I muscle fiber	0
celltype	CL:0002214	Type IIa muscle fiber	1	1	exact_synonym	type IIa muscle cell	fast twitch A | fatigue resistant fast twitch muscle cell | type 2a muscle cell | type 2a muscle fiber | type IIa muscle fiber	0
celltype	CL:0002248	human induced pluripotent stem cell	0	0	none	pluripotent stem cell		0
celltype	CL:0002248	human induced pluripotent stem cell-derived stellate cell-like neuron	0	0	none	pluripotent stem cell		0
celltype	CL:0002248	human pluripotent stem cell	0	0	none	pluripotent stem cell		0
celltype	CL:0002248	human pluripotent stem cell-derived endothelial cell	0	0	none	pluripotent stem cell		0
celltype	CL:0002248	induced pluripotent stem cell	1	0	none	pluripotent stem cell		0
celltype	CL:0002248	induced pluripotent stem cell cluster 2	0	0	none	pluripotent stem cell		0
celltype	CL:0002248	naïve human pluripotent stem cell	0	0	none	pluripotent stem cell		0
celltype	CL:0002248	pluripotent stem cell	1	1	canonical	pluripotent stem cell		0
celltype	CL:0002250	LGR5-positive intestinal stem cell	0	0	none	intestinal crypt stem cell	stem cell of intestinal crypt of Lieberkuhn	0
celltype	CL:0002250	adult intestinal stem cell	0	0	none	intestinal crypt stem cell	stem cell of intestinal crypt of Lieberkuhn	0
celltype	CL:0002250	colon intestinal stem cell	0	0	none	intestinal crypt stem cell	stem cell of intestinal crypt of Lieberkuhn	0
celltype	CL:0002250	fetal intestinal stem cell	0	0	none	intestinal crypt stem cell	stem cell of intestinal crypt of Lieberkuhn	0
celltype	CL:0002250	intestinal stem cell	1	0	none	intestinal crypt stem cell	stem cell of intestinal crypt of Lieberkuhn	0
celltype	CL:0002255	endometrial stromal cell	1	1	exact_synonym	stromal cell of endometrium	endometrial stromal cell | endometrial stromal fibroblast	0
celltype	CL:0002255	endometrial stromal cell expressing matrix metalloproteinases	0	0	none	stromal cell of endometrium	endometrial stromal cell | endometrial stromal fibroblast	0
celltype	CL:0002259	neuroepithelial stem cell	1	1	canonical	neuroepithelial stem cell		0
celltype	CL:0002284	X/A-like cell	0	0	none	type X enteroendocrine cell	A-like | X/A-like	0
celltype	CL:0002293	EPCAM-positive population	0	0	none	epithelial cell of thymus	epithelial cell of thymus gland | epithelial reticular cell | epithelial reticular cell of thymus | thymic epithelial cell	0
celltype	CL:0002293	EpCAM-positive adult biliary epithelial cell	0	0	none	epithelial cell of thymus	epithelial cell of thymus gland | epithelial reticular cell | epithelial reticular cell of thymus | thymic epithelial cell	0
celltype	CL:0002293	central EPCAM-positive progenitor population	0	0	none	epithelial cell of thymus	epithelial cell of thymus gland | epithelial reticular cell | epithelial reticular cell of thymus | thymic epithelial cell	0
celltype	CL:0002293	common thymic epithelial cell	0	0	none	epithelial cell of thymus	epithelial cell of thymus gland | epithelial reticular cell | epithelial reticular cell of thymus | thymic epithelial cell	0
celltype	CL:0002293	myoid thymic epithelial cell	0	0	none	epithelial cell of thymus	epithelial cell of thymus gland | epithelial reticular cell | epithelial reticular cell of thymus | thymic epithelial cell	0
celltype	CL:0002293	neuroendocrine-like thymic epithelial cell	0	0	none	epithelial cell of thymus	epithelial cell of thymus gland | epithelial reticular cell | epithelial reticular cell of thymus | thymic epithelial cell	0
celltype	CL:0002293	thymic epithelial cell	1	1	exact_synonym	epithelial cell of thymus	epithelial cell of thymus gland | epithelial reticular cell | epithelial reticular cell of thymus | thymic epithelial cell	0
celltype	CL:0002303	pigmented ciliary epithelial cell	1	1	canonical	pigmented ciliary epithelial cell	PE cell	0
celltype	CL:0002304	nonpigmented ciliary epithelial cell	1	1	exact_synonym	non-pigmented ciliary epithelial cell	NPE cell | nonpigmented ciliary epithelial cell	0
celltype	CL:0002306	proximal tubule B cell	0	0	none	epithelial cell of proximal tubule	kidney proximal tubule epithelial cell	0
celltype	CL:0002306	proximal tubule C cell	0	0	none	epithelial cell of proximal tubule	kidney proximal tubule epithelial cell	0
celltype	CL:0002306	proximal tubule precursor cell	0	0	none	epithelial cell of proximal tubule	kidney proximal tubule epithelial cell	0
celltype	CL:0002311	lactotrope	1	1	exact_synonym	mammotroph	epsilon-acidophil | lactotrope | lactotroph | lactotropic cell | mammotrope | mammotrophic cell | mammotropic cell	0
celltype	CL:0002312	somatotrope	1	1	exact_synonym	somatotroph	somatotrope | somatotropic cell | somatrophic cell	0
celltype	CL:0002319	caudal neural cell	0	0	none	neural cell		0
celltype	CL:0002319	neural cell	1	1	canonical	neural cell		0
celltype	CL:0002319	rostral neural cell	0	0	none	neural cell		0
celltype	CL:0002321	female embryonic cell	0	0	none	embryonic cell (metazoa)		0
celltype	CL:0002321	male embryonic cell	0	0	none	embryonic cell (metazoa)		0
celltype	CL:0002322	RSeT human embryonic stem cell	0	0	none	embryonic stem cell	ESC	0
celltype	CL:0002322	human embryonic stem cell	1	0	none	embryonic stem cell	ESC	0
celltype	CL:0002322	naïve human embryonic stem cell	0	0	none	embryonic stem cell	ESC	0
celltype	CL:0002322	primed human embryonic stem cell	0	0	none	embryonic stem cell	ESC	0
celltype	CL:0002327	basal mammary epithelial cell	0	0	none	mammary gland epithelial cell	breast epithelial cell | mammary epithelial cell	0
celltype	CL:0002327	luminal mammary epithelial cell	0	0	none	mammary gland epithelial cell	breast epithelial cell | mammary epithelial cell	0
celltype	CL:0002327	mammary epithelial cell	1	1	exact_synonym	mammary gland epithelial cell	breast epithelial cell | mammary epithelial cell	0
celltype	CL:0002327	progenitor luminal mammary epithelial cell	0	0	none	mammary gland epithelial cell	breast epithelial cell | mammary epithelial cell	0
celltype	CL:0002334	committed preadipocyte	0	0	none	preadipocyte		0
celltype	CL:0002334	committed preadipocyte subtype sfC0	0	0	none	preadipocyte		0
celltype	CL:0002343	cluster 1 decidual natural killer cell	0	0	none	decidual natural killer cell, human	dNK cell | decidual NK cell	0
celltype	CL:0002343	cluster 2 decidual natural killer cell	0	0	none	decidual natural killer cell, human	dNK cell | decidual NK cell	0
celltype	CL:0002343	cluster 3 decidual natural killer cell	0	0	none	decidual natural killer cell, human	dNK cell | decidual NK cell	0
celltype	CL:0002343	cluster 4 decidual natural killer cell	0	0	none	decidual natural killer cell, human	dNK cell | decidual NK cell	0
celltype	CL:0002343	decidual natural killer cell	1	0	none	decidual natural killer cell, human	dNK cell | decidual NK cell	0
celltype	CL:0002343	decidual natural killer cell 1	0	0	none	decidual natural killer cell, human	dNK cell | decidual NK cell	0
celltype	CL:0002343	decidual natural killer cell 2	0	0	none	decidual natural killer cell, human	dNK cell | decidual NK cell	0
celltype	CL:0002343	decidual natural killer cell 3	0	0	none	decidual natural killer cell, human	dNK cell | decidual NK cell	0
celltype	CL:0002343	decidual natural killer cell 4	0	0	none	decidual natural killer cell, human	dNK cell | decidual NK cell	0
celltype	CL:0002350	dilated cardiomyopathy endocardial cell Edc2	0	0	none	endocardial cell	endocardial endothelial cell | endothelial cell of endocardium	0
celltype	CL:0002350	donor endocardial cell Edc1	0	0	none	endocardial cell	endocardial endothelial cell | endothelial cell of endocardium	0
celltype	CL:0002350	endocardial cell	1	1	canonical	endocardial cell	endocardial endothelial cell | endothelial cell of endocardium	0
celltype	CL:0002350	endocardial endothelial cell	1	1	exact_synonym	endocardial cell	endocardial endothelial cell | endothelial cell of endocardium	0
celltype	CL:0002350	human endocardial cell	0	0	none	endocardial cell	endocardial endothelial cell | endothelial cell of endocardium	0
celltype	CL:0002351	pancreatic progenitor cell	1	0	none	progenitor cell of endocrine pancreas	pancreatic endocrine progenitor | pancreatic islet progenitor cell	0
celltype	CL:0002363	corneal stromal keratocyte	0	0	none	keratocyte	corneal fibroblast | corneal keratocyte	0
celltype	CL:0002363	keratocyte	1	1	canonical	keratocyte	corneal fibroblast | corneal keratocyte	0
celltype	CL:0002363	limbal stromal keratocyte	0	0	none	keratocyte	corneal fibroblast | corneal keratocyte	0
celltype	CL:0002364	cortical thymic epithelial cell	1	1	canonical	cortical thymic epithelial cell	cTEC	0
celltype	CL:0002364	intermediate medullary-cortical thymic epithelial cell	0	0	none	cortical thymic epithelial cell	cTEC	0
celltype	CL:0002365	mature medullary thymic epithelial cell	0	0	none	medullary thymic epithelial cell	mTEC	0
celltype	CL:0002365	medullary thymic epithelial cell	1	1	canonical	medullary thymic epithelial cell	mTEC	0
celltype	CL:0002365	medullary thymic epithelial cell type I	0	0	none	medullary thymic epithelial cell	mTEC	0
celltype	CL:0002365	medullary thymic epithelial cell type II	0	0	none	medullary thymic epithelial cell	mTEC	0
celltype	CL:0002365	medullary thymic epithelial cell type III	0	0	none	medullary thymic epithelial cell	mTEC	0
celltype	CL:0002368	airway epithelial cell	1	1	exact_synonym	respiratory tract epithelial cell	airway epithelial cell | respiratory epithelial cell	0
celltype	CL:0002368	ciliated airway epithelial cell	0	0	none	respiratory tract epithelial cell	airway epithelial cell | respiratory epithelial cell	0
celltype	CL:0002368	distal airway epithelial cell	0	0	none	respiratory tract epithelial cell	airway epithelial cell | respiratory epithelial cell	0
celltype	CL:0002368	proximal airway epithelial cell	0	0	none	respiratory tract epithelial cell	airway epithelial cell | respiratory epithelial cell	0
celltype	CL:0002368	respiratory epithelial cell	1	1	exact_synonym	respiratory tract epithelial cell	airway epithelial cell | respiratory epithelial cell	0
celltype	CL:0002375	Schwann cell precursor	1	1	canonical	Schwann cell precursor	Schwann cell precursor cell	0
celltype	CL:0002375	cycling Schwann cell precursor	0	0	none	Schwann cell precursor	Schwann cell precursor cell	0
celltype	CL:0002376	non-myelinating Schwann cell	1	1	canonical	non-myelinating Schwann cell		0
celltype	CL:0002393	intermediate monocyte	1	1	canonical	intermediate monocyte		0
celltype	CL:0002397	CD14+ CD16+ monocyte	0	0	none	CD14-positive, CD16-positive monocyte	CD16+ monocyte	0
celltype	CL:0002399	CD1C-positive myeloid dendritic cell	1	1	canonical	CD1c-positive myeloid dendritic cell		0
celltype	CL:0002410	activated pancreatic stellate cell	0	0	none	pancreatic stellate cell	PaSC | pancreas stellate cell	0
celltype	CL:0002410	human pancreatic stellate cell	0	0	none	pancreatic stellate cell	PaSC | pancreas stellate cell	0
celltype	CL:0002410	pancreatic stellate cell	1	1	canonical	pancreatic stellate cell	PaSC | pancreas stellate cell	0
celltype	CL:0002453	cerebellar oligodendrocyte precursor cell	0	0	none	oligodendrocyte precursor cell		0
celltype	CL:0002453	forebrain-derived oligodendrocyte precursor cell	0	0	none	oligodendrocyte precursor cell		0
celltype	CL:0002453	oligodendrocyte precursor	1	0	none	oligodendrocyte precursor cell		0
celltype	CL:0002453	oligodendrocyte precursor cell	1	1	canonical	oligodendrocyte precursor cell		0
celltype	CL:0002453	oligodendrocyte precursor cell OPC_A	0	0	none	oligodendrocyte precursor cell		0
celltype	CL:0002453	oligodendrocyte precursor cell OPC_B	0	0	none	oligodendrocyte precursor cell		0
celltype	CL:0002453	oligodendrocyte precursor cell subpopulation 1	0	0	none	oligodendrocyte precursor cell		0
celltype	CL:0002453	oligodendrocyte precursor cell subpopulation 2	0	0	none	oligodendrocyte precursor cell		0
celltype	CL:0002453	pre-oligodendrocyte precursor cell	0	0	none	oligodendrocyte precursor cell		0
celltype	CL:0002470	antigen-presenting MHC class II cell	0	0	none	MHC-II-positive classical monocyte	Mo.6c+II	0
celltype	CL:0002481	peritubular myoid cell	1	1	canonical	peritubular myoid cell		0
celltype	CL:0002489	double negative T cell	1	1	exact_synonym	double negative thymocyte	CD4-CD8- T cell | double negative T cell	0
celltype	CL:0002496	CD8 intraepithelial lymphocyte	0	0	none	intraepithelial lymphocyte	IEL | intraepithelial T cell | intraepithelial T-cell	0
celltype	CL:0002496	intraepithelial lymphocyte	1	1	canonical	intraepithelial lymphocyte	IEL | intraepithelial T cell | intraepithelial T-cell	0
celltype	CL:0002504	intestinal smooth muscle cell	1	1	exact_synonym	enteric smooth muscle cell	intestinal smooth muscle cell	0
celltype	CL:0002518	distal kidney epithelial cell	0	0	none	kidney epithelial cell		0
celltype	CL:0002518	proximal kidney epithelial cell	0	0	none	kidney epithelial cell		0
celltype	CL:0002538	intrahepatic cholangiocyte organoid	0	0	none	intrahepatic cholangiocyte	small bile duct cholangiocyte	0
celltype	CL:0002543	capillary-venous endothelial cell	0	0	none	vein endothelial cell	endothelial cell of vein | venous endothelial cell	0
celltype	CL:0002543	collector channel and venous endothelial cell	0	0	none	vein endothelial cell	endothelial cell of vein | venous endothelial cell	0
celltype	CL:0002543	human great saphenous vein endothelial cell	0	0	none	vein endothelial cell	endothelial cell of vein | venous endothelial cell	0
celltype	CL:0002543	pulmonary venous endothelial cell	0	0	none	vein endothelial cell	endothelial cell of vein | venous endothelial cell	0
celltype	CL:0002543	systemic venous endothelial cell	0	0	none	vein endothelial cell	endothelial cell of vein | venous endothelial cell	0
celltype	CL:0002543	vein endothelial cell	1	1	canonical	vein endothelial cell	endothelial cell of vein | venous endothelial cell	0
celltype	CL:0002543	venous endothelial cell	1	1	exact_synonym	vein endothelial cell	endothelial cell of vein | venous endothelial cell	0
celltype	CL:0002548	activated cardiac fibroblast	0	0	none	fibroblast of cardiac tissue	cardiac fibroblast	0
celltype	CL:0002548	cardiac fibroblast	1	1	exact_synonym	fibroblast of cardiac tissue	cardiac fibroblast	0
celltype	CL:0002548	cardiac fibroblast cluster 4	0	0	none	fibroblast of cardiac tissue	cardiac fibroblast	0
celltype	CL:0002551	dermal fibroblast	1	0	none	fibroblast of dermis		0
celltype	CL:0002551	dermal fibroblast subpopulation group 4	0	0	none	fibroblast of dermis		0
celltype	CL:0002551	dermal fibroblast subpopulation group 5	0	0	none	fibroblast of dermis		0
celltype	CL:0002551	lower dermal fibroblast	0	0	none	fibroblast of dermis		0
celltype	CL:0002551	papillary dermal fibroblast	0	0	none	fibroblast of dermis		0
celltype	CL:0002551	reticular dermal fibroblast	0	0	none	fibroblast of dermis		0
celltype	CL:0002551	secretory reticular dermal fibroblast	0	0	none	fibroblast of dermis		0
celltype	CL:0002559	catagen hair follicle cell	0	0	none	hair follicle cell		0
celltype	CL:0002560	inner root sheath cell	1	1	canonical	inner root sheath cell		0
celltype	CL:0002561	basal outer root sheath cell	0	0	none	outer root sheath cell		0
celltype	CL:0002561	outer root sheath cell	1	1	canonical	outer root sheath cell		0
celltype	CL:0002563	intestinal epithelial cell	1	1	canonical	intestinal epithelial cell		0
celltype	CL:0002586	retinal pigment epithelial cell	1	1	canonical	retinal pigment epithelial cell	RPE	0
celltype	CL:0002601	uterine smooth muscle cell	1	1	canonical	uterine smooth muscle cell		0
celltype	CL:0002618	human umbilical vein endothelial cell	1	0	none	endothelial cell of umbilical vein		0
celltype	CL:0002626	immature astrocyte	1	1	canonical	immature astrocyte	immature astrocytic glia	0
celltype	CL:0002628	quiescent microglia	1	1	exact_synonym	immature microglial cell	immature microglia | quiescent microglia | resting microglia	0
celltype	CL:0002628	resting microglia	1	1	exact_synonym	immature microglial cell	immature microglia | quiescent microglia | resting microglia	0
celltype	CL:0002629	activated microglia	1	1	exact_synonym	mature microglial cell	activated microglia | mature microglia | reactive microglia	0
celltype	CL:0002629	reactive microglia	1	1	exact_synonym	mature microglial cell	activated microglia | mature microglia | reactive microglia	0
celltype	CL:0002629	resting and non-inflammatory activated microglia	0	0	none	mature microglial cell	activated microglia | mature microglia | reactive microglia	0
celltype	CL:0002633	airway basal cell	1	1	exact_synonym	respiratory basal cell	airway basal cell | airway basal stem cell	0
celltype	CL:0002633	airway basal stem cell	1	1	exact_synonym	respiratory basal cell	airway basal cell | airway basal stem cell	0
celltype	CL:0002672	macular primary retinal progenitor cell	0	0	none	retinal progenitor cell		0
celltype	CL:0002672	neurogenic retinal progenitor cell	0	0	none	retinal progenitor cell		0
celltype	CL:0002672	peripheral primary retinal progenitor cell	0	0	none	retinal progenitor cell		0
celltype	CL:0002672	primary retinal progenitor cell	0	0	none	retinal progenitor cell		0
celltype	CL:0002672	retinal progenitor cell	1	1	canonical	retinal progenitor cell		0
celltype	CL:0002672	retinal progenitor cell 1	0	0	none	retinal progenitor cell		0
celltype	CL:0002672	retinal progenitor cell 2	0	0	none	retinal progenitor cell		0
celltype	CL:0002672	retinal progenitor cell 5	0	0	none	retinal progenitor cell		0
celltype	CL:0002677	naive regulatory T cell subcluster Treg.1	0	0	none	naive regulatory T cell	naive regulatory T lymphocyte | naive regulatory T-cell | naive regulatory T-lymphocyte	0
celltype	CL:0002678	central memory regulatory T cell	0	0	none	memory regulatory T cell		0
celltype	CL:0003048	L-cone	1	1	exact_synonym	L cone cell	L cone | L-cone | long wavelength sensitive cone | long- (L) wavelength-sensitive cone | long-wavelength cone	0
celltype	CL:0003049	L/M cone photoreceptor cell	0	0	none	M cone cell	M cone | M-cone | middle wavelength sensitive cone | middle- (M) wavelength-sensitive cone | middle-wavelength-sensitive (M) cone	0
celltype	CL:0003049	L/M-cone	0	0	none	M cone cell	M cone | M-cone | middle wavelength sensitive cone | middle- (M) wavelength-sensitive cone | middle-wavelength-sensitive (M) cone	0
celltype	CL:0003049	M-cone	1	1	exact_synonym	M cone cell	M cone | M-cone | middle wavelength sensitive cone | middle- (M) wavelength-sensitive cone | middle-wavelength-sensitive (M) cone	0
celltype	CL:0003050	S cone photoreceptor cell	0	0	none	S cone cell	S cone | S-(short-wavelength sensitive) cone | S-cone | S-cone photoreceptor | short wavelength sensitive cone | short- (S) wavelength-sensitive cone | short-wavelength sensitive cone | short-wavelength-sensitive (S) cone	0
celltype	CL:0003050	S-cone	1	1	exact_synonym	S cone cell	S cone | S-(short-wavelength sensitive) cone | S-cone | S-cone photoreceptor | short wavelength sensitive cone | short- (S) wavelength-sensitive cone | short-wavelength sensitive cone | short-wavelength-sensitive (S) cone	0
celltype	CL:0004232	OFF-Starburst amacrine cell	0	0	none	starburst amacrine cell		0
celltype	CL:0004232	ON-Starburst amacrine cell	0	0	none	starburst amacrine cell		0
celltype	CL:0004232	Starburst amacrine cell	1	1	canonical	starburst amacrine cell		0
celltype	CL:0004232	cholinergic starburst amacrine cell	0	0	none	starburst amacrine cell		0
celltype	CL:0004232	starburst amacrine cell	1	1	canonical	starburst amacrine cell		0
celltype	CL:0005006	goblet-ionocyte cell	0	0	none	ionocyte		0
celltype	CL:0005006	ionocyte	1	1	canonical	ionocyte		0
celltype	CL:0005009	collecting duct principal cell	0	0	none	renal principal cell		0
celltype	CL:0005009	intercalated-principal cell	0	0	none	renal principal cell		0
celltype	CL:0005009	principal cell	1	0	none	renal principal cell		0
celltype	CL:0005010	collecting duct intercalated cell	0	0	none	renal intercalated cell	intercalated cell	0
celltype	CL:0005011	intercalated cell type A	1	0	none	renal alpha-intercalated cell	type A intercalated cell | type A-IC	0
celltype	CL:0005019	epsilon cell	1	0	none	pancreatic epsilon cell	pancreatic E cell	0
celltype	CL:0005019	pancreatic epsilon cell	1	1	canonical	pancreatic epsilon cell	pancreatic E cell	0
celltype	CL:0005022	vascular accessory cell	0	0	none	vascular lymphangioblast		0
celltype	CL:0005026	foetal hepatoblast	0	0	none	hepatoblast		0
celltype	CL:0005026	functional hepatoblast	0	0	none	hepatoblast		0
celltype	CL:0007011	enteric neuron	1	1	canonical	enteric neuron		0
celltype	CL:0007011	enteric neuron branch A	0	0	none	enteric neuron		0
celltype	CL:0007011	enteric neuron branch A2	0	0	none	enteric neuron		0
celltype	CL:0007011	enteric neuron branch A4	0	0	none	enteric neuron		0
celltype	CL:0007011	enteric neuron branch B	0	0	none	enteric neuron		0
celltype	CL:0007011	enteric neuron branch B1	0	0	none	enteric neuron		0
celltype	CL:0007011	enteric neuron branch B2	0	0	none	enteric neuron		0
celltype	CL:0007011	enteric neuron branch B3	0	0	none	enteric neuron		0
celltype	CL:0008002	fast skeletal muscle fiber senescent subcluster	0	0	none	skeletal muscle fiber		0
celltype	CL:0008015	inhibitory motor neuron	1	1	canonical	inhibitory motor neuron		0
celltype	CL:0008015	putative inhibitory motor neuron	0	0	none	inhibitory motor neuron		0
celltype	CL:0008019	CD34-positive mesenchymal cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	F3-high subepithelial mesenchymal cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	F3-high/PDGFRA-high mesenchymal cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	F3-positive subepithelial mesenchymal cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	GDF10-positive mesenchymal cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	Mes3 mesenchymal cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	Mesenchymal-like cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	PDGFRA-high mesenchymal cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	PDGFRA-high/F3-high/DLL1-high mesenchymal cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	PDGFRA-high/F3-positive/DLL1-high subepithelial mesenchymal cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	SFRP2-positive mesenchymal cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	activated mesenchymal population	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	colonic crypt niche mesenchymal cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	colonic crypt niche mesenchymal stromal 2 subset	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	early kidney forming mesenchyme cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	endothelial to mesenchymal transition cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	endothelial-to-mesenchymal transition cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	interstitial mesenchymal cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	intestine mesenchymal cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	kidney mesenchymal cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	lung mesenchymal cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	mesenchymal cell	1	1	canonical	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	mesenchymal cell M1	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	mesenchymal cell Mes4	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	mesenchymal cell Mes6	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	mesenchymal cell Mes7	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	mesenchymal circulating tumor cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	mesenchymal fibroblast	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	mesenchymal fibroblast cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	mesenchymal lymphoid tissue organizer cell	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	mesenchymal progenitor	0	0	none	mesenchymal cell	mesenchyme cell	0
celltype	CL:0008019	mesenchymal stem-like cancer-associated fibroblast	0	0	none	mesenchymal cell	mesenchyme cell	0
